Case Number,APS Filed,Suspicious Activity,Gender,DOB,US Citizen,State,Product
2022-11-03474,No,Unknown Source of Funds,Female,6/26/1954,Yes,California,Fixed Annuity
2022-11-03419,No,Elder Financial Exploitation,Male,2/24/1939,Yes,New York,Retirement Plan
2022-10-03083,No,Elder Financial Exploitation,Male,1/23/1969,Yes,Colorado,Fixed Annuity
2022-10-03083,No,Elder Financial Exploitation,Male,5/17/1945,Yes,Colorado,Fixed Annuity
2022-03-00563,No,Unusual/unexplained Activity,Male,1/7/1956,Yes,New Jersey,Life Insurance
2022-06-01905,No,Producer Misconduct,Male,6/9/1961,Yes,Ohio,Fixed Annuity
2022-06-01905,No,Producer Misconduct,Female,2/22/1966,Yes,Ohio,Fixed Annuity
2022-06-01905,No,Producer Misconduct,Female,7/9/1954,Yes,Ohio,Fixed Annuity
2022-06-01905,No,Producer Misconduct,Female,5/17/1946,Yes,Ohio,Fixed Annuity
2022-06-01905,No,Producer Misconduct,Male,1/21/1954,Yes,Ohio,Fixed Annuity
2022-06-01905,No,Producer Misconduct,Male,12/31/1957,Yes,Ohio,Fixed Annuity
2022-06-01905,No,Producer Misconduct,Male,12/8/1964,Yes,Ohio,Fixed Annuity
2022-06-01905,No,Producer Misconduct,Female,10/31/1944,Yes,Ohio,Fixed Annuity
2022-06-01905,No,Producer Misconduct,Female,6/25/1962,Yes,Ohio,Fixed Annuity
2022-06-01905,No,Producer Misconduct,Female,11/13/1950,Yes,Ohio,Fixed Annuity
2022-06-01905,No,Producer Misconduct,Female,10/22/1952,Yes,Ohio,Fixed Annuity
2022-06-01905,No,Producer Misconduct,Male,6/16/1964,Yes,Ohio,Fixed Annuity
2022-06-01905,No,Producer Misconduct,Male,7/24/1951,Yes,Ohio,Fixed Annuity
2022-06-01905,No,Producer Misconduct,Male,10/15/1951,Yes,Ohio,Fixed Annuity
2022-06-01905,No,Producer Misconduct,Male,7/29/1949,Yes,Ohio,Fixed Annuity
2022-06-01905,No,Producer Misconduct,Male,5/29/1954,Yes,Ohio,Fixed Annuity
2022-06-01905,No,Producer Misconduct,Female,2/9/1974,Yes,Ohio,Fixed Annuity
2022-01-00276,No,Money Laundering,Male,11/19/1982,Yes,Connecticut,Life Insurance
2021-01-00244,No,Elder Financial Exploitation,Female,12/11/1952,Yes,Oklahoma,Variable Annuity
2021-01-00244,No,Elder Financial Exploitation,Male,6/7/1946,Yes,Oklahoma,Variable Annuity
2022-04-01067,No,Elder Financial Exploitation,Male,1/18/1935,Yes,Washington,Fixed Annuity
2022-01-00087,No,Fraudulent Documents,Female,11/21/1936,Yes,Michigan,Retirement Plan
2021-05-01494,No,Suspicious Call,Female,11/23/1961,Yes,Maryland,Retirement Plan
2021-01-00163,No,Fraudulent Patterns,Male,10/30/1947,No,Florida,Retirement Plan
2021-10-02980,No,ACH Fraud,Female,6/5/1988,Yes,Virginia,Fixed Annuity
2021-11-03234,No,Unusual/unexplained Activity,Male,11/30/1947,Yes,Pennsylvania,Variable Annuity
2021-11-03234,No,Unusual/unexplained Activity,Female,12/13/1956,Yes,Pennsylvania,Variable Annuity
2021-07-02001,No,Suspicious Call,Female,9/29/1952,Yes,Maryland,Retirement Plan
2021-06-01854,No,Fraudulent Patterns,Male,12/8/1989,Yes,Virginia,Variable Annuity
2021-09-02836,No,Fraudulent Patterns,Female,2/15/1942,Yes,Colorado,Retirement Plan
2021-06-01619,No,Unusual/unexplained Activity,Female,1/17/1970,Yes,California,Life Insurance
2021-09-02590,No,Suspicious Call,Male,5/15/1949,Yes,Virginia,Variable Annuity
2021-03-00942,No,Unusual/unexplained Activity,Female,10/13/1981,Yes,New York,Retirement Plan
2021-11-03400,No,Fraudulent Patterns,Male,10/18/1945,Yes,Colorado,Retirement Plan
2021-02-00296,No,Unusual/unexplained Activity,Male,8/16/1980,Yes,South Carolina,Life Insurance
2021-02-00296,No,Unusual/unexplained Activity,Female,10/5/1961,Yes,South Carolina,Life Insurance
2021-01-00164,No,Suspicious Call,Male,12/24/1943,No,Georgia,Retirement Plan
2021-02-00554,No,Unknown Source of Funds,Female,2/13/1961,Yes,South Carolina,Life Insurance
2022-12-03736,No,Loan Fraud,Female,11/29/1967,Yes,California,Retirement Plan
2022-08-02497,No,Suspicious Call,Female,10/11/1932,Yes,Wisconsin,Retirement Plan
2021-01-00029,No,Elder Financial Exploitation,Female,1/22/1980,Yes,Maryland,Retirement Plan
2021-09-02570,No,Suspicious Call,Male,12/22/1962,Yes,Minnesota,Retirement Plan
2022-01-00150,No,Unusual/unexplained Activity,Female,1/11/1945,Yes,Foreign,Variable Annuity
2022-01-00150,No,Unusual/unexplained Activity,Female,9/26/1969,Yes,Foreign,Variable Annuity
2022-05-01427,No,Suspicious Call,Female,10/29/1964,Yes,California,Retirement Plan
2022-08-02382,No,Unusual/unexplained Activity,Male,12/15/1978,Yes,Texas,Life Insurance
2021-11-03198,No,Unknown Source of Funds,Male,1/9/1966,Yes,Washington,Life Insurance
2022-04-01071,No,ACH Fraud,Female,11/8/1946,Yes,Maryland,Retirement Plan
2022-04-01071,No,ACH Fraud,Female,12/18/1986,Yes,Maryland,Retirement Plan
2022-03-00541,No,ACH Fraud,Male,4/30/1951,Yes,Kentucky,Retirement Plan
2021-09-02668,No,Account Takeover,Male,11/27/1964,Yes,Ohio,Retirement Plan
2022-11-03393,No,Money Laundering,Female,9/15/1969,Yes,North Carolina,Retirement Plan
2021-12-03516,No,Unknown Source of Funds,Female,12/9/1986,Yes,Washington,Life Insurance
2022-09-02735,No,Identity Theft,Female,8/31/1951,Yes,Ohio,Retirement Plan
2021-10-03153,No,Suspicious Call,Female,4/13/1944,Yes,California,Retirement Plan
2022-09-02844,No,Unusual/unexplained Activity,Male,10/25/1973,Yes,Florida,Life Insurance
2021-09-02726,No,Suspicious Call,Male,2/19/1952,Yes,Louisiana,Retirement Plan
2022-09-02670,No,Elder Financial Exploitation,Female,1/24/1937,Yes,Alabama,Variable Annuity
2022-04-01183,No,Unknown Source of Funds,Female,3/16/1989,Yes,New Jersey,Life Insurance
2022-03-00878,No,Suspicious Call,Male,6/20/1932,Yes,California,Retirement Plan
2021-09-02584,No,Elder Financial Exploitation,Female,5/24/1923,Yes,Texas,Retirement Plan
2021-12-03789,No,Suspicious Call,Female,9/4/1954,Yes,Kentucky,Variable Annuity
2021-01-00232,No,Identity Theft,Male,12/15/1954,No,Florida,Retirement Plan
2022-09-02914,No,Suspicious Call,Female,12/22/1959,Yes,Ohio,Retirement Plan
2022-11-03423,No,Elder Financial Exploitation,Female,7/18/1945,Yes,Hawaii,Retirement Plan
2021-04-01150,No,Identity Theft,Male,4/18/1985,Yes,Georgia,Retirement Plan
2021-09-02659,No,ACH Fraud,Male,6/22/1985,Yes,Ohio,Retirement Plan
2021-03-00881,No,Money Laundering,Male,5/16/1955,Yes,Virginia,Variable Annuity
2021-03-00881,No,Money Laundering,Female,8/31/1958,Yes,Virginia,Variable Annuity
2022-09-02682,No,Suspicious Call,Male,12/1/1958,Yes,California,Retirement Plan
2022-12-03662,No,Suspicious Call,Female,4/3/1964,Yes,Colorado,Retirement Plan
2022-01-00067,No,Check Fraud,Female,5/16/1992,Yes,Louisiana,Retirement Plan
2021-09-02706,No,ACH Fraud,Female,4/2/1948,Yes,Foreign,Retirement Plan
2021-08-02433,No,Fraudulent Patterns,Male,2/9/1963,Yes,Florida,Retirement Plan
2021-12-03781,No,Fraudulent Patterns,Female,12/21/1972,Yes,Texas,Retirement Plan
2021-09-02741,No,Unusual/unexplained Activity,Female,5/13/1938,Yes,Texas,Variable Annuity
2021-03-00727,No,Unusual/unexplained Activity,Male,2/23/1951,Yes,Florida,Fixed Annuity
2021-08-02246,No,Elder Financial Exploitation,Male,11/5/1939,Yes,New York,Retirement Plan
2021-06-01644,No,Suspicious Call,Female,3/5/1968,Yes,New Jersey,Retirement Plan
2022-06-01817,No,ACH Fraud,Male,12/31/1935,Yes,California,Retirement Plan
2021-02-00483,No,Unusual/unexplained Activity,Female,5/4/1969,Yes,California,Life Insurance
2021-08-02275,No,Suspicious Call,Female,10/5/1941,Yes,Arizona,Retirement Plan
2021-12-03683,No,Check Fraud,Male,8/10/1943,Yes,New York,Fixed Annuity
2022-10-02924,No,ACH Fraud,Female,7/7/1986,Yes,California,Variable Annuity
2021-05-01488,No,Unusual/unexplained Activity,Female,12/28/1971,Yes,California,Variable Annuity
2021-11-03308,No,Suspicious Call,Female,4/3/1947,Yes,New Jersey,Life Insurance
2021-08-02243,No,Check Fraud,Female,9/21/1939,Yes,California,Variable Annuity
2021-06-01758,No,Suspicious Call,Female,1/18/1943,Yes,Ohio,Variable Annuity
2022-11-03324,No,Suspicious Call,Female,2/7/1965,Yes,Maryland,Variable Annuity
2021-05-01451,No,Suspicious Call,Male,10/27/1998,Yes,Massachusetts,Variable Annuity
2022-12-03816,No,Elder Financial Exploitation,Female,7/3/1944,Yes,California,Fixed Annuity
2021-06-01740,No,Unusual/unexplained Activity,Male,2/3/1976,No,Texas,Life Insurance
2022-05-01282,No,Fraudulent Patterns,Male,2/23/1962,Yes,Alabama,Retirement Plan
2022-08-02591,No,Check Fraud,Male,1/28/1963,Yes,Florida,Variable Annuity
2021-12-03759,No,Fraudulent Documents,Male,3/15/1956,Yes,Connecticut,Retirement Plan
2022-12-03698,No,Money Laundering,Male,5/11/1952,Yes,Tennessee,Fixed Annuity
2022-09-02678,No,Suspicious Call,Male,10/13/1980,Yes,Ohio,Life Insurance
2022-09-02678,No,Suspicious Call,Female,11/5/1978,Yes,Ohio,Life Insurance
2022-04-01154,No,Identity Theft,Male,2/21/1950,Yes,New York,Variable Annuity
2022-04-00983,No,Account Takeover,Male,1/14/1964,Yes,New York,Variable Annuity
2021-09-02793,No,Elder Financial Exploitation,Male,3/11/1938,Yes,Colorado,Variable Annuity
2022-01-00172,No,Unusual/unexplained Activity,Male,1/19/1956,Yes,Florida,Fixed Annuity
2022-01-00195,No,ACH Fraud,Male,9/2/1959,Yes,New Jersey,Retirement Plan
2021-06-01802,No,Elder Financial Exploitation,Female,12/29/1932,Yes,Louisiana,Variable Annuity
2022-03-00649,No,Fraudulent Patterns,Male,1/28/1967,Yes,Washington,Retirement Plan
2022-01-00112,No,Unusual/unexplained Activity,Female,9/18/1953,Yes,Washington,Variable Annuity
2021-01-00039,No,Fraudulent Patterns,Male,10/15/1956,No,Florida,Variable Annuity
2022-11-03564,No,Fraudulent Documents,Male,1/19/1989,Yes,Georgia,Variable Annuity
2022-01-00053,No,Money Laundering,Male,6/20/1965,Yes,Massachusetts,Fixed Annuity
2022-07-02047,No,Unusual/unexplained Activity,Male,2/21/1945,Yes,Florida,Variable Annuity
2022-07-02047,No,Unusual/unexplained Activity,Female,3/24/1947,Yes,Florida,Variable Annuity
2022-10-03119,No,Producer Misconduct,Female,10/9/1984,Yes,California,Life Insurance
2022-10-03119,No,Producer Misconduct,Male,11/22/1949,Yes,California,Life Insurance
2022-10-03119,No,Producer Misconduct,Female,9/28/1963,Yes,California,Life Insurance
2022-10-03119,No,Producer Misconduct,Female,5/19/1972,Yes,California,Life Insurance
2022-10-03119,No,Producer Misconduct,Male,2/10/1961,Yes,California,Life Insurance
2022-10-03119,No,Producer Misconduct,Male,4/4/1974,Yes,California,Life Insurance
2022-10-03119,No,Producer Misconduct,Male,10/1/1950,Yes,California,Life Insurance
2022-10-03119,No,Producer Misconduct,Female,5/7/1977,Yes,California,Life Insurance
2022-10-03119,No,Producer Misconduct,Male,7/11/1963,Yes,California,Life Insurance
2022-10-03119,No,Producer Misconduct,Male,11/9/1961,Yes,California,Life Insurance
2022-10-03119,No,Producer Misconduct,Female,1/8/1976,Yes,California,Life Insurance
2022-10-03119,No,Producer Misconduct,Male,10/23/1984,Yes,California,Life Insurance
2022-12-03642,No,Money Laundering,Male,9/12/1955,Yes,Puerto Rico,Variable Annuity
2021-05-01586,No,ACH Fraud,Female,8/14/1966,Yes,California,Retirement Plan
2022-05-01331,No,Suspicious Call,Male,6/29/1951,Yes,Florida,Variable Annuity
2021-08-02537,No,Fraudulent Patterns,Female,1/20/1950,Yes,California,Variable Annuity
2022-12-03673,No,Unusual/unexplained Activity,Male,4/29/1948,Yes,Pennsylvania,Variable Annuity
2022-02-00490,No,Money Laundering,Male,9/28/1956,Yes,Tennessee,Fixed Annuity
2021-05-01528,No,Suspicious Call,Female,6/13/1930,Yes,Ohio,Variable Annuity
2022-03-00627,No,Suspicious Call,Male,1/31/1972,Yes,California,Variable Annuity
2022-04-00998,No,Suspicious Call,Male,4/18/1948,Yes,Pennsylvania,Variable Annuity
2021-01-00108,No,Unusual/unexplained Activity,Female,10/1/1997,No,California,Life Insurance
2022-05-01424,No,Fraudulent Patterns,Female,12/29/1967,Yes,Florida,Retirement Plan
2021-03-00677,No,Elder Financial Exploitation,Male,4/21/1944,Yes,California,Fixed Annuity
2022-04-01079,No,Fraudulent Documents,Male,1/13/1976,Yes,Missouri,Variable Annuity
2022-12-03680,No,Money Laundering,Male,4/24/1943,Yes,Ohio,Fixed Annuity
2021-07-02187,No,Suspicious Call,Male,11/30/1958,Yes,Illinois,Variable Annuity
2022-11-03519,No,Elder Financial Exploitation,Female,2/1/1957,Yes,Pennsylvania,Variable Annuity
2022-09-02664,No,Account Takeover,Male,2/10/1999,Yes,California,Variable Annuity
2021-03-00675,No,Unusual/unexplained Activity,Male,10/29/1956,Yes,Massachusetts,Retirement Plan
2021-04-01093,No,ACH Fraud,Male,4/27/1936,Yes,Pennsylvania,Variable Annuity
2022-02-00309,No,Unusual/unexplained Activity,Male,8/4/1989,Yes,California,Life Insurance
2022-02-00309,No,Unusual/unexplained Activity,Female,6/4/1990,Yes,California,Life Insurance
2021-01-00184,No,Unusual/unexplained Activity,Female,3/25/1938,Yes,New York,Variable Annuity
2022-05-01542,No,Elder Financial Exploitation,Male,5/26/1942,Yes,Ohio,Variable Annuity
2022-06-01597,No,Unusual/unexplained Activity,Female,3/23/1962,Yes,Maryland,Life Insurance
2022-06-01597,No,Unusual/unexplained Activity,Male,6/17/1958,Yes,Maryland,Life Insurance
2021-04-01200,No,Unknown Source of Funds,Female,7/23/1954,Yes,North Carolina,Fixed Annuity
2022-09-02674,No,Fraudulent Patterns,Male,7/12/1975,Yes,Arizona,Variable Annuity
2022-05-01268,No,Fraudulent Patterns,Male,5/29/1956,Yes,Alabama,Retirement Plan
2021-03-00953,No,Fraudulent Patterns,Male,10/29/1956,Yes,Massachusetts,Retirement Plan
2021-03-00953,No,Fraudulent Patterns,Male,10/24/1960,Yes,Massachusetts,Retirement Plan
2022-03-00691,No,Elder Financial Exploitation,Male,5/24/1953,Yes,Louisiana,Retirement Plan
2022-01-00110,No,Suspicious Call,Female,8/7/1973,Yes,California,Variable Annuity
2021-07-02117,No,ACH Fraud,Male,8/2/1951,Yes,Arizona,Variable Annuity
2022-11-03570,No,Elder Financial Exploitation,Male,6/7/1939,Yes,Ohio,Life Insurance
2022-05-01353,No,Fraudulent Patterns,Female,7/4/1954,Yes,California,Life Insurance
2021-12-03702,No,Producer Misconduct,Male,6/17/1953,Yes,Ohio,Fixed Annuity
2021-12-03702,No,Producer Misconduct,Female,12/14/1951,Yes,Ohio,Fixed Annuity
2021-12-03702,No,Producer Misconduct,Female,10/11/1963,Yes,Ohio,Fixed Annuity
2021-12-03702,No,Producer Misconduct,Male,10/1/1950,Yes,Ohio,Fixed Annuity
2021-12-03702,No,Producer Misconduct,Female,10/31/1946,Yes,Ohio,Fixed Annuity
2021-12-03702,No,Producer Misconduct,Female,3/9/1959,Yes,Ohio,Fixed Annuity
2021-12-03702,No,Producer Misconduct,Female,9/27/1940,Yes,Ohio,Fixed Annuity
2021-12-03702,No,Producer Misconduct,Female,6/21/1957,Yes,Ohio,Fixed Annuity
2021-12-03702,No,Producer Misconduct,Female,1/16/1956,Yes,Ohio,Fixed Annuity
2021-12-03702,No,Producer Misconduct,Female,12/14/1951,Yes,Ohio,Fixed Annuity
2021-12-03702,No,Producer Misconduct,Female,5/13/1955,Yes,Ohio,Fixed Annuity
2021-12-03702,No,Producer Misconduct,Male,10/8/1948,Yes,Ohio,Fixed Annuity
2021-12-03702,No,Producer Misconduct,Male,8/2/1951,Yes,Ohio,Fixed Annuity
2021-12-03702,No,Producer Misconduct,Male,9/24/1955,Yes,Ohio,Fixed Annuity
2021-12-03702,No,Producer Misconduct,Female,1/19/1956,Yes,Ohio,Fixed Annuity
2021-12-03702,No,Producer Misconduct,Male,5/15/1963,Yes,Ohio,Fixed Annuity
2022-12-03721,No,ACH Fraud,Female,12/30/1964,Yes,Texas,Life Insurance
2022-12-03721,No,ACH Fraud,Female,5/10/1989,Yes,Texas,Life Insurance
2022-12-03721,No,ACH Fraud,Male,1/4/1919,Yes,Texas,Life Insurance
2022-12-03721,No,ACH Fraud,Male,9/5/1921,Yes,Texas,Life Insurance
2022-12-03721,No,ACH Fraud,Male,12/30/1985,Yes,Texas,Life Insurance
2022-12-03721,No,ACH Fraud,Female,7/30/1965,Yes,Texas,Life Insurance
2022-12-03721,No,ACH Fraud,Female,8/10/1975,Yes,Texas,Life Insurance
2022-12-03721,No,ACH Fraud,Male,5/4/1968,Yes,Texas,Life Insurance
2022-12-03721,No,ACH Fraud,Female,8/11/1954,Yes,Texas,Life Insurance
2022-09-02840,No,Unusual/unexplained Activity,Male,1/23/1995,Yes,California,Life Insurance
2022-09-02831,No,Suspicious Call,Male,4/12/1968,Yes,California,Life Insurance
2021-10-03060,No,Fraudulent Documents,Male,5/27/1969,Yes,Illinois,Life Insurance
2022-10-03031,No,Suspicious Call,Female,1/20/1947,Yes,Florida,Life Insurance
2021-09-02784-1,No,Money Laundering,Male,4/18/1959,Yes,Pennsylvania,Life Insurance
2021-09-02784-1,No,Money Laundering,Male,8/5/1954,Yes,Pennsylvania,Life Insurance
2021-11-03395-1,No,Elder Financial Exploitation,Female,3/7/1942,Yes,California,Retirement Plan
2022-02-00336-1,No,Unusual/unexplained Activity,Female,11/6/1971,Yes,Massachusetts,Life Insurance
2021-08-02265-1,No,Unusual/unexplained Activity,Female,2/12/1975,Yes,Connecticut,Life Insurance
2022-04-01088-1,No,Unusual/unexplained Activity,Female,7/4/1972,Yes,California,Life Insurance
2022-04-01088-1,No,Unusual/unexplained Activity,Female,4/20/1966,Yes,California,Life Insurance
2022-03-00637-1,No,Unusual/unexplained Activity,Male,6/7/1980,Yes,Texas,Life Insurance
2022-03-00637-1,No,Unusual/unexplained Activity,Female,7/4/1978,Yes,Texas,Life Insurance
2022-07-02102-1,No,Fraudulent Documents,Female,10/24/1966,Yes,California,Life Insurance
2022-01-00156-1,No,Unknown Source of Funds,Female,7/23/1983,Yes,Texas,Life Insurance
2021-12-03792-1,No,Elder Financial Exploitation,Female,6/14/1930,Yes,California,Variable Annuity
2021-05-01463-1,No,Elder Financial Exploitation,Male,10/24/1929,Yes,Ohio,Fixed Annuity
2022-05-01242-1,No,Unusual/unexplained Activity,Female,11/8/1970,No,California,Life Insurance
2021-09-02717-1,No,Elder Financial Exploitation,Male,7/15/1954,Yes,California,Variable Annuity
2021-07-02169-2,No,Unusual/unexplained Activity,Female,6/2/1961,Yes,Michigan,Life Insurance
2022-08-02424-1,Yes,Elder Financial Exploitation,Male,7/21/1946,Yes,Arizona,Variable Annuity
2021-02-00443-1,No,Elder Financial Exploitation,Female,11/4/1941,Yes,Ohio,Variable Annuity
2021-02-00443-1,No,Elder Financial Exploitation,Male,12/1/1933,Yes,Ohio,Variable Annuity
2022-06-01646-1,No,Account Takeover,Male,4/30/1929,Yes,Maryland,Life Insurance
2022-03-00624-1,No,Unusual/unexplained Activity,Female,6/21/1971,No,Texas,Life Insurance
2022-03-00624-1,No,Unusual/unexplained Activity,Male,1/9/1973,No,Texas,Life Insurance
2022-01-00047-1,No,Elder Financial Exploitation,Male,8/11/1965,Yes,Colorado,Fixed Annuity
2021-09-02714-1,No,Elder Financial Exploitation,Male,10/16/1946,Yes,Pennsylvania,Variable Annuity
2022-04-00996-1,No,Unknown Source of Funds,Male,12/20/1949,Yes,New York,Life Insurance
2022-04-00996-1,No,Unknown Source of Funds,Female,12/1/1951,Yes,New York,Life Insurance
2022-09-02795-1,No,Fraudulent Documents,Female,3/1/1948,Yes,New York,Retirement Plan
2021-07-02031-1,No,Suspicious Call,Female,9/26/1958,Yes,Alabama,Retirement Plan
2022-01-00190-2,No,Unknown Source of Funds,Male,11/19/1949,Yes,Montana,Fixed Annuity
2021-10-03031-1,No,Account Takeover,Female,3/1/1957,Yes,Missouri,Retirement Plan
2021-10-03031-1,No,Account Takeover,Male,5/23/1960,Yes,Missouri,Retirement Plan
2021-08-02393-2,No,Fraudulent Documents,Female,12/4/1941,Yes,New York,Fixed Annuity
2022-02-00355-1,No,Money Laundering,Female,5/18/1974,No,Texas,Life Insurance
2022-02-00355-1,No,Money Laundering,Male,4/18/1973,No,Texas,Life Insurance
2021-06-01748-1,No,Unknown Source of Funds,Female,1/20/1970,Yes,California,Life Insurance
2022-06-01820-1,No,Elder Financial Exploitation,Male,6/8/1954,Yes,Ohio,Retirement Plan
2022-08-02457-1,No,Unusual/unexplained Activity,Female,3/17/1959,Yes,Puerto Rico,Variable Annuity
2022-09-02782-1,No,Unusual/unexplained Activity,Male,3/12/1990,Yes,Texas,Life Insurance
2021-09-02741-1,No,Unusual/unexplained Activity,Female,5/13/1938,Yes,Texas,Variable Annuity
2022-01-00064-1,No,Elder Financial Exploitation,Female,4/8/1949,Yes,Kentucky,Variable Annuity
2022-02-00288-1,No,ACH Fraud,Male,1/17/1948,Yes,California,Fixed Annuity
2021-02-00311-3,No,Unusual/unexplained Activity,Female,9/5/1969,Yes,California,Life Insurance
2021-02-00311-3,No,Unusual/unexplained Activity,Male,5/24/1965,Yes,California,Life Insurance
2022-06-01609-1,No,Unusual/unexplained Activity,Male,4/1/1972,Yes,Michigan,Life Insurance
2021-08-02391-1,No,Money Laundering,Male,1/7/1965,No,California,Life Insurance
2021-04-00995-1,No,Unusual/unexplained Activity,Female,4/11/1970,No,California,Life Insurance
2021-09-02569-2,No,Unknown Source of Funds,Female,5/8/1972,No,Missouri,Life Insurance
2021-03-00939-2,No,Elder Financial Exploitation,Male,11/25/1946,Yes,Florida,Variable Annuity
2021-04-00994-1,No,Unusual/unexplained Activity,Male,8/30/1972,Yes,California,Life Insurance
2022-06-01659-2,No,Unusual/unexplained Activity,Male,5/22/1981,Yes,New York,Life Insurance
